Timestamp,Vault,Chain,Type,Month,SharePrice,APY
2021-07-01 00:00:00+00:00,yvWETH 0.4.2 - ETH,ETH,ETH,jul/21,1.0001257733446756,
2021-07-01 00:00:00+00:00,yvWETH 0.3.2 - ETH,ETH,ETH,jul/21,1.0142790990259032,0.02683747387254587
2021-07-01 00:00:00+00:00,yvYFI 0.3.2 - ETH,ETH,Altcoin,jul/21,1.022325065329498,0.004992527485197407
2021-07-01 00:00:00+00:00,yvWBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.00799198,0.015334793100972632
2021-07-01 00:00:00+00:00,yvUSDC 0.3.0 - ETH,ETH,Stable,jul/21,1.061963,0.05206541264349562
2021-07-01 00:00:00+00:00,yvUSDT 0.3.5 - ETH,ETH,Stable,jul/21,1.010569,0.03912944186588341
2021-07-01 00:00:00+00:00,yvsUSD 0.3.3 - ETH,ETH,Stable,jul/21,1.0178406037268015,0.09230821412008194
2021-07-01 00:00:00+00:00,yvRAI 0.4.2 - ETH,ETH,Altcoin,jul/21,1.000935552512265,
2021-07-01 00:00:00+00:00,yvLINK 0.4.3 - ETH,ETH,Other,jul/21,1.0005669497003913,0.006924378338682313
2021-07-01 00:00:00+00:00,yvSNX 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0152402872403865,0.0008975196541458619
2021-07-01 00:00:00+00:00,yvUNI 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0003895733474986,0.0
2021-07-01 00:00:00+00:00,yv1INCH 0.3.2 - ETH,ETH,Altcoin,jul/21,1.036976772666667,0.1615293713758681
2021-07-01 00:00:00+00:00,yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jul/21,1.0180051186721117,0.2251951361194653
2021-07-01 00:00:00+00:00,yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0068214128125343,0.07572792317458266
2021-07-01 00:00:00+00:00,yvCurve-IB 0.3.2 - ETH,ETH,Other,jul/21,1.0528360739095606,0.07005854037424819
2021-07-01 00:00:00+00:00,yvCurve-3pool 0.3.5 - ETH,ETH,Other,jul/21,1.0068981996207695,0.05444377747252682
2021-07-01 00:00:00+00:00,yUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.0006755452915945,0.0007674969974373891
2021-07-01 00:00:00+00:00,yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0062953198051876,0.07411911546447736
